holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,date_time,traffic_volume
0,287.48,7.39,0,90,5,17,5811
0,291.24,7.37,0,90,6,4,354
0,291.24,7.37,0,90,5,4,354
0,291.24,7.37,0,90,10,4,354
0,292.22,7.29,0,75,6,1,374
0,292.22,7.29,0,75,10,1,374
0,292.22,7.29,0,75,5,1,374
0,293.22,7.25,0,90,6,2,626
0,293.22,7.25,0,90,10,2,626
0,293.22,7.25,0,90,5,2,626
0,290.77,7.13,0,92,6,15,5400
0,288.32,7.11,0,0,6,9,4916
0,288.32,7.11,0,0,10,9,4916
0,288.32,7.11,0,0,3,9,4916
0,288.32,7.11,0,0,2,9,4916
0,289.47,7.11,0,92,6,3,386
0,289.47,7.11,0,92,5,3,386
0,289.47,7.11,0,92,10,3,386
0,293.57,7.11,0,92,6,12,4999
0,291.2,7.11,0,90,6,20,2740
0,291.2,7.11,0,90,10,20,2740
0,291.2,7.11,0,90,5,20,2740
0,291.2,7.11,0,90,2,20,2740
0,287.01,7.05,0,88,6,2,243
0,284.3,7.02,0,90,6,14,4922
0,284.3,7.02,0,90,10,14,4922
0,284.3,7.02,0,90,5,14,4922
0,293.51,6.94,0,90,6,4,400
0,293.51,6.94,0,90,10,4,400
0,293.51,6.94,0,90,5,4,400
0,293.51,6.94,0,90,9,4,400
0,292.09,6.89,0,44,6,7,1256
0,292.09,6.89,0,44,10,7,1256
0,292.09,6.89,0,44,5,7,1256
0,296.53,6.6,0,80,6,6,5413
0,296.53,6.6,0,80,10,6,5413
0,296.53,6.6,0,80,5,6,5413
0,265.93,6.6,0,75,6,19,3415
0,288.76,6.6,0,90,6,16,5902
0,288.76,6.6,0,90,10,16,5902
0,288.76,6.6,0,90,5,16,5902
0,293.07,6.48,0,75,6,5,980
0,293.07,6.48,0,75,10,5,980
0,295.28,6.47,0,90,6,14,4171
0,295.28,6.47,0,90,10,14,4171
0,295.28,6.47,0,90,5,14,4171
0,286.34,6.45,0,75,6,7,2274
0,286.34,6.45,0,75,10,7,2274
0,285.87,6.35,0,36,6,0,586
0,285.87,6.35,0,36,10,0,586
0,289.02,6.35,0,80,6,3,356
0,293.53,6.35,0,90,6,20,1975
0,293.53,6.35,0,90,10,20,1975
0,293.53,6.35,0,90,5,20,1975
0,291.84,6.1,0,90,6,5,2679
0,291.84,6.1,0,90,10,5,2679
0,291.84,6.1,0,90,5,5,2679
0,295,6.1,0,90,6,20,2974
0,295,6.1,0,90,5,20,2974
0,295,6.1,0,90,10,20,2974
0,293.49,6.1,0,75,6,0,543
0,293.49,6.1,0,75,10,0,543
0,293.49,6.1,0,75,5,0,543
0,285.37,6.01,0,90,6,5,2876
0,285.37,6.01,0,90,10,5,2876
0,285.37,6.01,0,90,5,5,2876
0,294.58,5.99,0,68,6,17,4877
0,289.48,5.97,0,0,6,10,4503
0,289.48,5.97,0,0,5,10,4503
0,289.48,5.97,0,0,10,10,4503
0,295.03,5.97,0,64,6,20,3216
0,295.03,5.97,0,64,10,20,3216
0,295.03,5.97,0,64,9,20,3216
0,292.31,5.93,0,75,6,4,362
0,293.82,5.92,0,90,6,21,2336
0,293.82,5.92,0,90,10,21,2336
0,293.82,5.92,0,90,4,21,2336
0,293.82,5.92,0,90,5,21,2336
0,297.78,5.89,0,90,6,13,4336
0,297.78,5.89,0,90,10,13,4336
0,293.27,5.86,0,75,6,2,362
0,293.27,5.86,0,75,10,2,362
0,300.96,5.84,0,44,6,14,5849
0,300.96,5.84,0,44,10,14,5849
0,287.08,5.84,0,75,6,19,3117
0,287.08,5.84,0,75,10,19,3117
0,287.08,5.84,0,75,5,19,3117
0,291.78,5.84,0,90,6,12,4971
0,291.78,5.84,0,90,10,12,4971
0,291.78,5.84,0,90,5,12,4971
0,290.14,5.74,0,92,6,10,4634
0,290.14,5.74,0,92,5,10,4634
0,290.14,5.74,0,92,10,10,4634
0,292.38,5.73,0,75,6,3,373
0,295.37,5.69,0,90,6,7,5705
0,295.37,5.69,0,90,10,7,5705
0,295.37,5.69,0,90,5,7,5705
0,292.62,5.62,0,90,6,17,5750
0,292.62,5.62,0,90,10,17,5750
0,292.62,5.62,0,90,5,17,5750
0,293.65,5.59,0,8,6,8,2260
0,293.65,5.59,0,8,5,8,2260
0,294.16,5.59,0,1,6,16,6006
0,294.16,5.59,0,1,7,16,6006
0,294.16,5.59,0,1,4,16,6006
0,294.16,5.59,0,1,5,16,6006
0,289.97,5.59,0,90,6,21,2300
0,289.97,5.59,0,90,10,21,2300
0,291.89,5.59,0,90,6,5,637
0,291.89,5.59,0,90,5,5,637
0,276.71,5.58,0,90,6,11,2954
0,295.04,5.52,0,75,6,9,4786
0,296.1,5.46,0,75,6,15,4900
0,291.79,5.46,0,90,6,6,1481
0,291.79,5.46,0,90,10,6,1481
0,291.79,5.46,0,90,5,6,1481
0,290.9,5.42,0,80,6,8,6172
0,290.21,5.42,0,92,6,22,1329
0,290.97,5.42,0,90,6,16,6331
0,290.97,5.42,0,90,10,16,6331
0,290.97,5.42,0,90,5,16,6331
0,292.16,5.41,0,56,6,3,526
0,292.43,5.36,0,90,6,22,2234
0,292.43,5.36,0,90,10,22,2234
0,292.43,5.36,0,90,5,22,2234
0,284.49,5.27,0,92,6,12,4463
0,284.49,5.27,0,92,5,12,4463
0,284.49,5.27,0,92,10,12,4463
0,294.2,5.25,0,90,6,3,401
0,294.2,5.25,0,90,10,3,401
0,284.55,5.21,0,90,6,10,3494
0,284.55,5.21,0,90,10,10,3494
0,284.55,5.21,0,90,5,10,3494
0,291.1,5.19,0,90,6,17,5065
0,291.1,5.19,0,90,10,17,5065
0,291.1,5.19,0,90,5,17,5065
0,288.29,5.12,0,90,6,4,858
0,288.29,5.12,0,90,10,4,858
0,288.29,5.12,0,90,5,4,858
0,277,5.11,0,90,6,12,3194
0,277.31,5.1,0,90,6,13,3370
0,298.44,5.08,0,24,6,19,3695
0,291.46,5.08,0,76,6,3,439
0,291.46,5.08,0,76,10,3,439
0,295.88,5.08,0,75,6,14,5153
0,295.88,5.08,0,75,10,14,5153
0,295.87,5.08,0,12,6,20,2505
0,292.56,5.08,0,90,6,7,1657
0,292.56,5.08,0,90,10,7,1657
0,292.56,5.08,0,90,5,7,1657
0,293.12,5.06,0,80,6,23,1089
0,295.09,5.04,0,90,6,20,2373
0,295.09,5.04,0,90,10,20,2373
0,295.09,5.04,0,90,5,20,2373
0,285.68,5.02,0,90,6,8,3124
0,285.68,5.02,0,90,10,8,3124
0,285.68,5.02,0,90,5,8,3124
0,289.64,4.98,0,92,6,11,5088
0,289.64,4.98,0,92,10,11,5088
0,289.64,4.98,0,92,5,11,5088
0,288.8,4.89,0,90,6,2,260
0,288.8,4.89,0,90,5,2,260
0,292.32,4.89,0,90,6,6,843
0,292.32,4.89,0,90,10,6,843
0,292.32,4.89,0,90,5,6,843
0,292.32,4.89,0,90,2,6,843
0,294.74,4.8,0,90,6,18,4063
0,294.74,4.8,0,90,10,18,4063
0,294.74,4.8,0,90,5,18,4063
0,290.84,4.79,0,90,6,15,5257
0,290.84,4.79,0,90,10,15,5257
0,290.84,4.79,0,90,5,15,5257
0,288.56,4.76,0,90,6,1,267
0,288.56,4.76,0,90,10,1,267
0,288.56,4.76,0,90,5,1,267
0,291.94,4.74,0,75,6,17,5272
0,291.94,4.74,0,75,5,17,5272
0,291.94,4.74,0,75,10,17,5272
0,288.62,4.74,0,90,6,23,826
0,288.62,4.74,0,90,5,23,826
0,288.62,4.74,0,90,10,23,826
0,283.59,4.7,0,90,6,8,5521
0,283.59,4.7,0,90,10,8,5521
0,283.59,4.7,0,90,5,8,5521
0,294.93,4.66,0,90,6,21,2397
0,290.79,4.64,0,90,6,14,4904
0,290.79,4.64,0,90,5,14,4904
0,293.22,4.57,0,90,6,15,5205
0,293.22,4.57,0,90,7,15,5205
0,293.22,4.57,0,90,4,15,5205
0,293.22,4.57,0,90,5,15,5205
0,294.44,4.57,0,75,6,5,2874
0,294.44,4.57,0,75,10,5,2874
0,294.44,4.57,0,75,5,5,2874
0,290.73,4.57,0,90,6,11,4265
0,290.73,4.57,0,90,5,11,4265
0,290.73,4.57,0,90,2,11,4265
0,297.45,4.57,0,1,6,21,2147
0,297.45,4.57,0,1,10,21,2147
0,289.89,4.57,0,92,6,1,291
0,277.51,4.53,0,90,6,14,3451
0,278.2,4.5,0,90,6,18,2900
0,284.96,4.45,0,90,6,11,4170
0,284.96,4.45,0,90,10,11,4170
0,284.96,4.45,0,90,5,11,4170
0,293.51,4.45,0,24,6,22,1922
0,288.37,4.43,0,90,6,5,961
0,288.37,4.43,0,90,10,5,961
0,282.68,4.39,0,92,6,0,477
0,282.68,4.39,0,92,5,0,477
0,294.68,4.38,0,90,6,21,3039
0,294.68,4.38,0,90,5,21,3039
0,294.68,4.38,0,90,10,21,3039
0,287.1,4.32,0,92,6,1,721
0,287.1,4.32,0,92,10,1,721
0,287.1,4.32,0,92,5,1,721
0,296.3,4.32,0,75,6,20,2735
0,285.08,4.29,0,75,6,1,333
0,285.08,4.29,0,75,10,1,333
0,291.65,4.29,0,88,6,7,5675
0,291.65,4.29,0,88,10,7,5675
0,291.65,4.29,0,88,5,7,5675
0,282.07,4.27,0,92,6,3,340
0,282.07,4.27,0,92,5,3,340
0,282.07,4.27,0,92,2,3,340
0,287.47,4.21,0,92,6,1,671
0,287.47,4.21,0,92,10,1,671
0,287.47,4.21,0,92,5,1,671
0,287.47,4.21,0,92,2,1,671
0,291.02,4.18,0,90,6,6,4972
0,291.02,4.18,0,90,10,6,4972
0,291.02,4.18,0,90,5,6,4972
0,293.72,4.15,0,90,6,16,5340
0,290.77,4.15,0,90,6,14,4517
0,290.77,4.15,0,90,10,14,4517
0,290.77,4.15,0,90,3,14,4517
0,290.77,4.15,0,90,5,14,4517
0,285.65,4.09,0,90,6,9,3925
0,285.65,4.09,0,90,5,9,3925
0,285.65,4.09,0,90,2,9,3925
0,284.34,4.06,0,90,6,9,2907
0,284.34,4.06,0,90,10,9,2907
0,284.34,4.06,0,90,5,9,2907
0,298.88,4.06,0,0,6,16,5860
0,297.48,4.06,0,75,6,18,3629
0,297.48,4.06,0,75,10,18,3629
0,297.48,4.06,0,75,5,18,3629
0,293.7,4.05,0,92,6,18,4002
0,289.6,4.04,0,90,6,23,1047
0,289.6,4.04,0,90,5,23,1047
0,289.6,4.04,0,90,10,23,1047
0,291.74,4,0,90,6,11,4391
0,291.74,4,0,90,10,11,4391
0,291.74,4,0,90,5,11,4391
0,291.74,4,0,90,2,11,4391
0,286.93,3.98,0,92,6,0,1065
0,286.93,3.98,0,92,10,0,1065
0,286.93,3.98,0,92,5,0,1065
0,292.82,3.94,0,8,6,4,941
0,290.38,3.94,0,76,6,17,5173
0,293.77,3.94,0,90,6,10,3571
0,293.77,3.94,0,90,5,10,3571
0,292.73,3.91,0,44,6,10,3668
0,287.01,3.9,0,92,6,6,1673
0,287.01,3.9,0,92,10,6,1673
0,287.01,3.9,0,92,2,6,1673
0,295.44,3.86,0,90,6,6,5023
0,295.44,3.86,0,90,10,6,5023
0,295.44,3.86,0,90,5,6,5023
0,299.01,3.81,0,0,6,14,5697
0,299.01,3.81,0,0,10,14,5697
0,296.82,3.81,0,0,6,17,4109
0,292.96,3.8,0,92,6,19,2830
0,290.78,3.75,0,90,6,18,4024
0,290.78,3.75,0,90,5,18,4024
0,290.78,3.75,0,90,10,18,4024
0,290.43,3.74,0,90,6,12,4751
0,290.43,3.74,0,90,10,12,4751
0,290.43,3.74,0,90,5,12,4751
0,290.05,3.65,0,100,6,12,5126
0,290.05,3.65,0,100,10,12,5126
0,290.05,3.65,0,100,5,12,5126
0,289.67,3.64,0,92,6,0,444
0,294.29,3.56,0,92,6,19,3667
0,295.19,3.56,0,90,6,19,3467
0,293.54,3.54,0,90,6,1,452
0,293.54,3.54,0,90,10,1,452
0,293.54,3.54,0,90,5,1,452
0,277.69,3.47,0,90,6,19,2378
0,288.62,3.45,0,90,6,16,6354
0,288.62,3.45,0,90,5,16,6354
0,288.62,3.45,0,90,10,16,6354
0,287.24,3.45,0,90,6,11,4567
0,287.24,3.45,0,90,5,11,4567
0,287.24,3.45,0,90,2,11,4567
0,293.17,3.44,0,90,6,22,2609
0,278.27,3.41,0,90,6,11,4331
0,288.52,3.41,0,92,6,0,530
0,288.52,3.41,0,92,5,0,530
0,284.53,3.41,0,90,6,1,334
0,284.53,3.41,0,90,5,1,334
0,294.25,3.4,0,90,6,11,4040
0,294.25,3.4,0,90,5,11,4040
0,287.37,3.39,0,56,6,17,6419
0,287.37,3.39,0,56,5,17,6419
0,297.27,3.3,0,75,6,0,530
0,297.27,3.3,0,75,10,0,530
0,292.8,3.3,0,90,6,10,4506
0,292.8,3.3,0,90,10,10,4506
0,292.8,3.3,0,90,5,10,4506
0,292.38,3.3,0,36,6,1,539
0,285.38,3.3,0,1,6,1,350
0,285.38,3.3,0,1,5,1,350
0,289.64,3.28,0,75,6,22,1495
0,289.64,3.28,0,75,10,22,1495
0,289.64,3.28,0,75,5,22,1495
0,294.68,3.27,0,75,6,11,4335
0,294.68,3.27,0,75,10,11,4335
0,294.68,3.27,0,75,5,11,4335
0,294.68,3.27,0,75,2,11,4335
0,291.93,3.25,0,90,6,6,4674
0,291.49,3.2,0,1,6,21,2251
0,291.49,3.2,0,1,5,21,2251
0,291.49,3.2,0,1,10,21,2251
0,286.89,3.19,0,75,6,20,2740
0,286.89,3.19,0,75,5,20,2740
0,286.89,3.19,0,75,10,20,2740
0,291.26,3.18,0,88,6,18,4357
0,289.26,3.18,0,80,6,5,2966
0,288.21,3.18,0,20,6,5,3027
0,288.21,3.18,0,20,5,5,3027
0,288.21,3.18,0,20,10,5,3027
0,277.14,3.17,0,90,6,5,385
0,293.85,3.13,0,90,6,7,5199
0,293.85,3.13,0,90,5,7,5199
0,293.85,3.13,0,90,2,7,5199
0,285.84,3.13,0,90,6,4,892
0,285.84,3.13,0,90,5,4,892
0,285.84,3.13,0,90,10,4,892
0,292.58,3.12,0,90,6,2,245
0,293.79,3.1,0,90,6,19,3017
0,293.79,3.1,0,90,5,19,3017
0,293.79,3.1,0,90,2,19,3017
0,293.86,3.09,0,90,6,22,1762
0,293.86,3.09,0,90,5,22,1762
0,284.37,3.08,0,92,6,15,5461
0,284.37,3.08,0,92,10,15,5461
0,284.37,3.08,0,92,5,15,5461
0,294.32,3.05,0,80,6,7,6172
0,294.32,3.05,0,80,10,7,6172
0,294.32,3.05,0,80,5,7,6172
0,272.24,3.05,0,90,6,21,1888
0,271.74,3.05,0,90,6,22,1548
0,300.01,3.05,0,40,6,15,5268
0,286.25,3.05,0,90,6,3,353
0,289.45,3.05,0,36,6,1,427
0,294.08,3.05,0,0,6,19,2703
0,293.1,3.05,0,75,6,2,225
0,293.1,3.05,0,75,5,2,225
0,285.14,3.05,0,1,6,2,281
0,285.14,3.05,0,1,5,2,281
0,294.49,3.05,0,20,6,10,4499
0,294.49,3.05,0,20,10,10,4499
0,291.54,3.01,0,88,6,8,5956
0,289.04,2.98,0,90,6,23,1039
0,289.04,2.98,0,90,5,23,1039
0,282.81,2.96,0,90,6,17,6237
0,291.21,2.96,0,90,6,21,3497
0,278.39,2.93,0,90,6,12,4355
0,294.12,2.92,0,75,6,18,4383
0,294.12,2.92,0,75,5,18,4383
0,294.12,2.92,0,75,10,18,4383
0,294.12,2.92,0,75,2,18,4383
0,293.11,2.91,0,90,6,6,4879
0,293.11,2.91,0,90,10,6,4879
0,293.11,2.91,0,90,5,6,4879
0,292.72,2.88,0,90,6,15,5879
0,292.72,2.88,0,90,5,15,5879
0,278.37,2.87,0,90,6,13,4502
0,273.42,2.86,0,90,6,22,1813
0,294.02,2.86,0,75,6,23,2441
0,294.02,2.86,0,75,10,23,2441
0,292.9,2.86,0,90,6,18,4755
0,292.9,2.86,0,90,5,18,4755
0,292.9,2.86,0,90,10,18,4755
0,272.45,2.85,0,90,6,0,487
0,289.76,2.85,0,90,6,15,5327
0,289.76,2.85,0,90,10,15,5327
0,289.76,2.85,0,90,5,15,5327
0,289.76,2.85,0,90,2,15,5327
0,278.14,2.84,0,90,6,10,4126
0,292.67,2.83,0,75,6,20,2830
0,278.64,2.8,0,90,6,14,4902
0,286.95,2.79,0,75,6,1,441
0,286.95,2.79,0,75,5,1,441
0,292.24,2.79,0,1,6,10,4494
0,292.24,2.79,0,1,10,10,4494
0,285.45,2.79,0,1,6,6,5884
0,285.45,2.79,0,1,3,6,5884
0,285.45,2.79,0,1,5,6,5884
0,292.57,2.79,0,40,6,13,4968
0,292.57,2.79,0,40,4,13,4968
0,291.89,2.79,0,20,6,3,396
0,291.64,2.79,0,75,6,17,4188
0,291.64,2.79,0,75,10,17,4188
0,292.5,2.79,0,20,6,22,1503
0,292.15,2.79,0,40,6,23,1014
0,291.46,2.79,0,75,6,0,576
0,290.44,2.79,0,90,6,3,367
0,290.44,2.79,0,90,5,3,367
0,289.67,2.79,0,90,6,6,5611
0,289.67,2.79,0,90,5,6,5611
0,286.08,2.79,0,1,6,0,570
0,286.08,2.79,0,1,5,0,570
0,285.03,2.79,0,1,6,3,337
0,285.03,2.79,0,1,5,3,337
0,284.29,2.79,0,1,6,4,909
0,284.29,2.79,0,1,3,4,909
0,282.24,2.79,0,20,6,7,6526
0,282.24,2.79,0,20,5,7,6526
0,293.2,2.79,0,90,6,9,5551
0,293.2,2.79,0,90,10,9,5551
0,294.89,2.78,0,90,6,16,4593
0,292.09,2.76,0,90,6,13,5149
0,292.09,2.76,0,90,10,13,5149
0,292.09,2.76,0,90,2,13,5149
0,292.09,2.76,0,90,5,13,5149
0,295.6,2.76,0,90,6,16,5667
0,295.6,2.76,0,90,5,16,5667
0,293.04,2.75,0,90,6,23,1917
0,286.4,2.73,0,92,6,3,316
0,289.54,2.7,0,92,6,14,4360
0,291.83,2.7,0,90,6,5,2776
0,291.83,2.7,0,90,2,5,2776
0,291.83,2.7,0,90,10,5,2776
0,291.69,2.68,0,90,6,14,5364
0,276.73,2.67,0,90,6,10,2665
0,291.51,2.67,0,90,6,17,5839
0,291.51,2.67,0,90,5,17,5839
0,291.51,2.67,0,90,2,17,5839
0,291.53,2.67,0,90,6,7,1897
0,291.53,2.67,0,90,5,7,1897
0,291.53,2.67,0,90,10,7,1897
0,293.79,2.62,0,40,6,3,367
0,293.79,2.62,0,40,10,3,367
0,294.43,2.62,0,90,6,9,5242
0,294.43,2.62,0,90,2,9,5242
0,294.43,2.62,0,90,5,9,5242
0,294.43,2.62,0,90,10,9,5242
0,294.23,2.61,0,75,6,15,4175
0,294.23,2.61,0,75,10,15,4175
0,294.23,2.61,0,75,2,15,4175
0,295.82,2.61,0,90,6,15,5436
0,295.82,2.61,0,90,5,15,5436
0,293.66,2.6,0,90,6,20,2385
0,293.66,2.6,0,90,5,20,2385
0,293.66,2.6,0,90,2,20,2385
0,291.89,2.54,0,76,6,5,635
0,291.89,2.54,0,76,5,5,635
0,291.89,2.54,0,76,10,5,635
0,290.49,2.54,0,90,6,5,520
0,290.49,2.54,0,90,5,5,520
0,267.75,2.54,0,90,6,6,3919
0,264.41,2.54,0,90,6,9,2827
0,293.49,2.54,0,90,6,21,2965
0,294.01,2.54,0,40,6,0,721
0,288.32,2.54,0,90,6,14,4915
0,293.58,2.54,0,90,6,10,4506
0,296.69,2.54,0,56,6,1,431
0,292.56,2.54,0,1,6,3,356
0,292.56,2.54,0,1,2,3,356
0,292.56,2.54,0,1,5,3,356
0,290.28,2.54,0,88,6,7,1293
0,284.23,2.54,0,1,6,8,5996
0,294.84,2.54,0,90,6,9,5025
0,294.46,2.54,0,90,6,14,4930
0,294.46,2.54,0,90,10,14,4930
0,288.46,2.54,0,90,6,9,5123
0,288.46,2.54,0,90,10,9,5123
0,288.46,2.54,0,90,5,9,5123
0,272.87,2.53,0,90,6,23,883
0,291.22,2.49,0,90,6,18,4166
0,291.22,2.49,0,90,5,18,4166
0,291.22,2.49,0,90,2,18,4166
0,288.63,2.48,0,75,6,17,5412
0,288.63,2.48,0,75,5,17,5412
0,288.63,2.48,0,75,2,17,5412
0,292.63,2.41,0,90,6,17,6537
0,291.85,2.41,0,90,6,9,4971
0,291.85,2.41,0,90,2,9,4971
0,291.85,2.41,0,90,5,9,4971
0,291.85,2.41,0,90,10,9,4971
0,288.54,2.41,0,90,6,6,5642
0,288.54,2.41,0,90,10,6,5642
0,288.54,2.41,0,90,5,6,5642
0,285.82,2.4,0,90,6,11,4884
0,285.82,2.4,0,90,5,11,4884
0,293.94,2.39,0,75,6,7,5620
0,293.94,2.39,0,75,10,7,5620
0,296.33,2.38,0,90,6,3,396
0,296.33,2.38,0,90,5,3,396
0,296.33,2.38,0,90,10,3,396
0,286.63,2.37,0,88,6,23,899
0,286.63,2.37,0,88,10,23,899
0,286.63,2.37,0,88,5,23,899
0,273.52,2.35,0,90,6,19,2891
0,276.66,2.34,0,90,6,7,939
