Index,Epochs,Learning Rate,MSE Training Data,MSE Testing data
69,261,0.009000000000000001,187749407164.34943,24437583178.15164
70,261,0.010000000000000002,58797100234.795425,2060550970321.5908
71,208,0.001,0.281816494439445,0.2586199738031911
72,208,0.002,0.3518641357395099,0.2901932970464779
73,208,0.003,0.27579943346206953,0.3029638844966355
74,208,0.004,0.3082120223191145,0.29028047846781674
75,208,0.005,1.1340506686900858,0.3391711364242538
76,208,0.006,0.40873759565807044,0.4063008219951688
77,208,0.007,3.925148290736268,23188497.163267504
78,208,0.008,10695611507.2839,740677955189.5105
79,208,0.009000000000000001,90174106865.8076,1059430533686.7428
80,208,0.010000000000000002,323468959437.53265,2078715647403.963
81,166,0.001,0.2561350171830516,0.2551187658800922
82,166,0.002,0.2594374831200247,0.30047804785541904
83,166,0.003,0.2607278136729346,0.2616232552448189
84,166,0.004,0.8059490455606537,0.3893409006285286
85,166,0.005,0.29589109787675444,0.25251692494941164
86,166,0.006,0.27537194706664925,2.327915533985924
87,166,0.007,2356.05184850016,209236.61386516478
88,166,0.008,276565871870.5393,141734155235.08728
89,166,0.009000000000000001,19073293766.833195,26731438547.49731
90,166,0.010000000000000002,1891795545241.9202,197830905172.7659
91,132,0.001,0.25634137427679965,0.29560951700000776
92,132,0.002,0.2660278323386866,0.26136809012197476
93,132,0.003,0.3742092021736584,0.2673361145248655
94,132,0.004,0.5386051086358586,0.4111109804621424
95,132,0.005,0.5134557289558899,0.31632676151897354
96,132,0.006,0.3475426660410633,0.39059259210226943
97,132,0.007,61637.98828386198,9192140.378945416
98,132,0.008,10102858981.668356,73835980369.36597
99,132,0.009000000000000001,359148781923.1447,147285345745.4204
100,132,0.010000000000000002,1506770991884.872,473105031494.3334
101,105,0.001,0.264443414130604,0.2588828412896768
102,105,0.002,0.37370210808511484,0.26764427583509975
103,105,0.003,0.2553044888257348,0.2928131488193919
104,105,0.004,0.2676851114249593,0.6252955282792957
105,105,0.005,0.2545664093532383,0.30596606730259857
106,105,0.006,0.4599092060938502,1.1687948173252969
107,105,0.007,519054839.674883,1246054.0040116115
108,105,0.008,1081890080232.5404,15782349673.47297
109,105,0.009000000000000001,1108386622430.8784,67747470500.39691
110,105,0.010000000000000002,268700907948.81955,350995273787.8479
111,84,0.001,0.26574407028207014,0.2679087308552684
112,84,0.002,0.34182462537593317,0.3154541724690397
113,84,0.003,0.3586432106464287,0.26806414687882074
114,84,0.004,0.3484948570414849,0.2663078432233901
115,84,0.005,0.389279368232686,0.4929352777959818
116,84,0.006,0.30700891131517466,0.2860946949274938
117,84,0.007,2055537.7779985836,158643917.32992703
118,84,0.008,7159718255.605563,321936572059.40326
119,84,0.009000000000000001,399130806834.3464,8720521195.342573
120,84,0.010000000000000002,605902126901.4279,1655927390435.19
121,67,0.001,0.27736162268486175,0.2548510243662712
122,67,0.002,0.2614028274102635,0.31714715207128696
123,67,0.003,0.2989706602709269,0.2590193943961421
124,67,0.004,0.2579826374683387,0.3876576820789841
125,67,0.005,0.33735842918736214,0.3076163221011911
126,67,0.006,0.3826560836602047,0.27957780812601263
127,67,0.007,158885816.29706678,871331502.581265
128,67,0.008,88158971829.85008,25783180432.56067
129,67,0.009000000000000001,118713201590.23451,167168333444.89636
130,67,0.010000000000000002,373023135649.5127,236458881325.16153
131,53,0.001,0.2540604913680455,0.2583838158257882
132,53,0.002,0.26722626273486166,0.3461280510649584
133,53,0.003,0.3889072289893981,0.27299959836850196
134,53,0.004,0.7847715381081427,0.3061123216819902
135,53,0.005,0.4984400895372798,0.43016570438019025
136,53,0.006,0.3134798195404882,0.48959538753988374
137,53,0.007,880925.7924578427,169895300.9819858
138,53,0.008,20443392567.744507,95583852602.6247
139,53,0.009000000000000001,201925614925.76788,20521185411.510002
140,53,0.010000000000000002,264399289994.5766,78531556065.62627
141,42,0.001,0.27370978773273413,0.2531309548131499
142,42,0.002,0.26250596664888376,0.2578643156223111
143,42,0.003,0.28968277369416967,0.35050970403200987
144,42,0.004,0.2568730587944765,0.28908439489881793
145,42,0.005,0.4347507341577426,0.27503749362364777
146,42,0.006,0.49190493085046844,0.26041176799749854
147,42,0.007,3517.6059490923135,2493487.894024786
148,42,0.008,11787346975.97828,33428209774.805115
149,42,0.009000000000000001,226949014275.99307,293349395546.41724
150,42,0.010000000000000002,103081191794.01883,17149720175.004984
151,33,0.001,0.2805167449508021,0.2774378496045223
152,33,0.002,0.2745871666648732,0.3207386960802861
153,33,0.003,0.27149298157253565,0.25867135613070164
154,33,0.004,0.43376165964908775,0.8759391558634363
155,33,0.005,0.3262202846474218,0.26784807432962865
156,33,0.006,0.3026482510767097,1.9935317066311484
157,33,0.007,11604701.32133077,42454.78967770324
158,33,0.008,115027133318.52968,9470010760.80049
159,33,0.009000000000000001,37527726745.97921,40247446711.76415
160,33,0.010000000000000002,1835347989652.5344,196277751895.87592
161,26,0.001,0.2649723977031634,0.2577539514944281
162,26,0.002,0.26671399355344666,0.2542380382956545
163,26,0.003,0.25675494942676585,0.25831221008027727
164,26,0.004,0.2783708401294482,0.30683583118651653
165,26,0.005,0.32858826269704305,0.5307669108375527
166,26,0.006,2.493975518437979,1.1500541730709277
167,26,0.007,1156759766.4818146,1846727638.2350929
168,26,0.008,2849799405.851017,10944497784.255129
169,26,0.009000000000000001,18419202804.31117,1583257512023.8894
170,26,0.010000000000000002,427218566925.8852,290964850820.8508
171,20,0.001,0.2999970970650821,0.2523309414196219
172,20,0.002,0.2568461676346658,0.26532578896784775
173,20,0.003,0.31902790911432427,0.29850985908030714
174,20,0.004,0.3950146842893865,0.2954047676097967
175,20,0.005,0.3079136152546339,0.2734333613949623
176,20,0.006,0.3110180714049331,0.39655539420317865
177,20,0.007,1663272.6779218146,14371.57945945573
178,20,0.008,122456240707.93512,4177131668.67995
179,20,0.009000000000000001,878536121279.3617,142094499555.88556
180,20,0.010000000000000002,339657687046.08026,721633440236.1807
181,16,0.001,0.255023463526595,0.26566512557494715
182,16,0.002,0.3621930659951962,0.2544651935982539
183,16,0.003,0.34136589514877025,0.2538980634116164
184,16,0.004,0.4189714204738777,0.775876855162055
185,16,0.005,0.340471012623308,0.3926326232215881
186,16,0.006,1.5028460158415453,0.29488500072506135
187,16,0.007,429016081.19866633,771.4627040783787
188,16,0.008,16437346660.02743,15181368899.996803
189,16,0.009000000000000001,1230985284388.1602,193607455637.90558
190,16,0.010000000000000002,459354061467.49725,96970578796.99698
191,12,0.001,0.2837906686423114,0.25224599261404307
192,12,0.002,0.31045200638136633,0.3696988961992891
193,12,0.003,0.336936398621157,0.32880366482524953
194,12,0.004,0.410084413351642,0.26688495190761496
195,12,0.005,0.30860402340699944,0.34497884351270197
196,12,0.006,0.37568832566614413,0.5536887086287733
197,12,0.007,23219463.51611585,3521496.396252011
198,12,0.008,827591471883.3174,23652318272.51653
199,12,0.009000000000000001,29007456850.674515,73029893365.2419
200,12,0.010000000000000002,13067647550.438364,109346354187.34747
201,9,0.001,0.26393661842973815,0.2537206440312184
202,9,0.002,0.27127204234655317,0.25655235597618886
203,9,0.003,0.2644098370311772,0.31566834443133635
204,9,0.004,0.25959613672939436,0.2690586089481
205,9,0.005,0.2634646132774967,0.6346773513270233
206,9,0.006,0.5307779907744103,0.3101830726023449
207,9,0.007,2206.8446930762952,90399.40150862816
208,9,0.008,5590293919.40556,30772616404.412716
209,9,0.009000000000000001,5383977969.118304,443003881554.4283
210,9,0.010000000000000002,1565984090809.5752,38677458646.28443
211,7,0.001,0.2563533878657368,0.25488985082928306
212,7,0.002,0.27473144059909615,0.28868759363244867
213,7,0.003,0.2792571730594426,0.25536247620092994
214,7,0.004,0.4692244994041672,0.41588237783823107
215,7,0.005,0.4996822274892357,0.48171189459911756
216,7,0.006,0.3575286217738539,0.2751484196156162
217,7,0.007,111756815.23472475,4329.521766309644
218,7,0.008,22915042124.192818,62534650932.19371
219,7,0.009000000000000001,109508329648.30563,1321743442799.29
220,7,0.010000000000000002,60531822058.19708,314898986886.2814
221,5,0.001,0.27939125039581897,0.257487541321021
222,5,0.002,0.25441733950675577,0.26322151995987325
223,5,0.003,0.3012469144711305,0.25389063427971514
224,5,0.004,0.8961385621412754,0.3977617991456202
225,5,0.005,0.8840325252679797,0.2586957266779692
226,5,0.006,1.2470996371874983,0.5801739741407035
227,5,0.007,527.2391414945364,2004055.2438836014
228,5,0.008,2752995388.69591,13674315696.309965
229,5,0.009000000000000001,123464396825.33781,38786554834.62071
230,5,0.010000000000000002,159046753717.58908,1904557992113.1738
231,4,0.001,0.30401159965409497,0.26093212333943533
232,4,0.002,0.30054041295339345,0.2772974111630047
233,4,0.003,0.2678537872273826,0.2944393063642596
234,4,0.004,0.3122825447815776,0.2553448218917836
235,4,0.005,0.30993904171414166,0.254846597661351
236,4,0.006,0.4200186875180798,0.9021066033319571
237,4,0.007,106194.82197422818,1896.1598861945993
238,4,0.008,7169255092.513344,15649324967.154825
239,4,0.009000000000000001,67201685261.12704,149336846302.03815
240,4,0.010000000000000002,39263040811.18948,132861001564.4144
241,3,0.001,0.2724619827625685,0.2620076598880233
242,3,0.002,0.26474087073189323,0.2598182016961847
243,3,0.003,0.26106680720112374,0.25947339969469335
244,3,0.004,0.4415052883119791,0.3195774737056533
245,3,0.005,0.48236093523541806,0.7243031905152504
246,3,0.006,0.4031020669342221,0.3836977908133802
247,3,0.007,45240.004021129535,241898.3395723163
248,3,0.008,4680376013.082872,70675298258.29074
249,3,0.009000000000000001,22025572802.00908,43825212931.773186
250,3,0.010000000000000002,267304547833.59113,861524436277.049
251,2,0.001,0.3142094579284393,0.296164495925085
252,2,0.002,0.27315705506360505,0.33154639556024534
253,2,0.003,0.31613417734350047,0.2988597609222538
254,2,0.004,0.45272063004592705,0.3440573953754546
255,2,0.005,0.37628935840092137,0.3047893079953058
256,2,0.006,0.5757716337887413,0.6013041132034265
257,2,0.007,12.532741572719722,1.3582875208027072
258,2,0.008,15035445766.831518,74404417716.57268
259,2,0.009000000000000001,13544732406.542616,2182888317411.876
260,2,0.010000000000000002,249885138270.63858,33687624619.15017
261,1,0.001,0.2544163615996576,0.2557113693903722
262,1,0.002,0.3682637986421298,0.3194544117884174
263,1,0.003,0.4023317826345219,0.3142793064719322
264,1,0.004,0.3380152059785591,0.2555977830630234
265,1,0.005,1.2780499918047503,0.4891516454238589
266,1,0.006,0.6792942247387255,1.4128186664454383
267,1,0.007,4.647691692204925,8.37018586579149
268,1,0.008,318405776147.0903,431969166600.67224
269,1,0.009000000000000001,8892846129.233553,478616166481.1736
270,1,0.010000000000000002,1662908018219.5078,357373203787.8058
